,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
,,,,,,,,UgxqqfKkDBBcMavUicl4AaABAg.8ZzN_-0XMfb8ZzRgar6F4Z,on the rocks with salt,1 month ago,1510962194345,_ The-803-Assassin _ She's a doormat. Remember she stayed with Charlie Sheen when he shot her in the leg?,0,/Neutral/,Neutral,0.539
UgwnWY96WYFUbZr5b-54AaABAg,k Aminé,1 month ago,1510962193924,Wait..Tom Cruise is gay?,4,false,0,,,,,,,/Positive/,Positive,0.559
UgyJ6WGgg2en7S72am94AaABAg,Lanwarder,1 month ago,1510962193930,"Let's wait for John Travolta's reaction, let's wait to see if other people have the same stories etc. There's no rush to make a definitive opinion in this case. I understand that you want to call out celebrities (who tends to be more liberal) as much as people like Roy Moore. But Travolta isn't running for office or anything like that. I'm not saying that you shouldn't investigate Travolta's case, I'm saying that maybe 1 old police report isn't enough to be as judgmental as you are in this video. It's not even like the presumed victim came out with the story as far as I understand......Maybe wait a little bit on this one.Also, isn't it disrespectful for the alleged victim to make this public without his consent? Maybe all his family knew was ""Something shitty happened with Travolta"" and he didn't want the word to get around. Should men feel ashamed about being the victim of sexual harassement? No, but a lot of us do and you can't take the decision for someone else, you can encourage him to talk you can accept his choice, you can be there for him, but you have to respect that it's his choice to talk or refuse to talk about it. Right now it feels like the people who run a website have decided on their own to launch a story without giving a single f**k about the victim. I hope I'm wrong.",0,true,3,,,,,,,/Negative/,Negative,0.928
,,,,,,,,UgyJ6WGgg2en7S72am94AaABAg.8ZzNP9p9tHr8ZzdQjXjjp9,Azalea Brown,1 month ago,1510962194314,"Lanwarder oh get over yourself. The victim himself has been all over Twitter posting about his ""ordeal"". He wants the story to be public. Besides which this story was already reported on TV news extensively years ago. Don't know why TYT is bringing it up again now",0,/Negative/,Negative,0.932
,,,,,,,,UgyJ6WGgg2en7S72am94AaABAg.8ZzNP9p9tHr8ZzdQlyUXSX,Azalea Brown,1 month ago,1510962194316,"Lanwarder oh get over yourself. The victim himself has been all over Twitter posting about his ""ordeal"". He wants the story to be public. Besides which this story was already reported on TV news extensively years ago. Don't know why TYT is bringing it up again now",0,/Negative/,Negative,0.932
,,,,,,,,UgyJ6WGgg2en7S72am94AaABAg.8ZzNP9p9tHr8ZzhcP4xur-,Lanwarder,1 month ago,1510962194319,"Why do you feel the need to talk to me like that? Did I say something that offended you? Anyway thanks for the info. I'm definitely not into celebrities so this was literally the first time I heard about it. That being said, are you sure that victim is identified? Because they specifically say in the beginning of the video that the victim is a 21 year old male that has not been identified.",0,/Negative/,Negative,0.928
Ugwr_Af3snuAmQf1d_h4AaABAg,azur bleu,1 month ago,1510962193933,Burn Holly Wicked Wood,0,false,0,,,,,,,/Negative/,Negative,0.383
UgzWx1TTWQYHg8KUDQZ4AaABAg,Twilord,1 month ago,1510962193936,"Fucksake! 

Even flat out rent-boys have the right to limits.",4,false,0,,,,,,,/Positive/,Positive,0.682
Ugxra-uBcOEB9P-YgY14AaABAg,Blue Blue,1 month ago,1510962193939,"I tell you what, anything that takes the piss out of hierarchy, I say bring it on,hope it makes people stop looking up to other humans. It's so cool to see everyone in positions of power getting tarnished. It gives people the courage to stand up against them.",0,false,0,,,,,,,/Positive/,Positive,0.943
UgxlmZqPohe-DipT0aV4AaABAg,Mark Broadhurst,1 month ago,1510962193942,Did you skip over George Takei?,0,false,0,,,,,,,/Neutral/,Neutral,0.596
UgxYHCx-dvDP8tSzjbF4AaABAg,Bill Sales,1 month ago,1510962193946,99% of 'professional' massages are received by those paying for sex. every 'straight' masseur has to expect to be propositioned. nothing burger here.,0,true,1,,,,,,,/Negative/,Negative,0.99
,,,,,,,,UgxYHCx-dvDP8tSzjbF4AaABAg.8ZzN0eM8rVa8ZzNfhDdht6,k Aminé,1 month ago,1510962194302,Bill Sales lol maybe in your twisted logic. It’s definitely not 99%.,0,/Positive/,Positive,0.637
UgwT8SZ40xoU5PO35nR4AaABAg,Celephaith,1 month ago,1510962193950,"John Travolta has a sprawling ranch in Ocala FL less than a mile from where I used to live back in the late 90's, early 2000's. I was friends with one of the deputies from the Ocala sheriff's office at the time, and he told me all about this shit. (fun fact; that deputy was also my pot dealer) I didn't realize he was telling me information that wasn't made public.",5,false,0,,,,,,,/Negative/,Negative,0.57
Ugxt3vk0wwdEw3mJ3dF4AaABAg,Nancy Mesek,1 month ago,1510962193954,A friend of mine in LA that works in the industry told me about Travolta coming onto male friends in super creepy ways 9 years ago.,0,false,0,,,,,,,/Positive/,Positive,0.93
UgzwTDMInPVBBeOfxHR4AaABAg,bobby,1 month ago,1510962193956,"""Allegedly"". . . .  17 years ago.",0,true,1,,,,,,,/Positive/,Positive,0.551
,,,,,,,,UgzwTDMInPVBBeOfxHR4AaABAg.8ZzMFp9Hasv8ZzNYDMcPmQ,Mark Broadhurst,1 month ago,1510962194351,Its all the evidence for most of these accusations.,0,/Positive/,Positive,0.779
UgxpPXkQceLq8fgKEh54AaABAg,Ed Speanburgh,1 month ago,1510962193961,I don't buy this trash. Travolta lives 15 miles from me in Ocala Fl. We see him all the time. Totally not in his character of knowing him or seeing him for 20 plus yrs,2,true,4,,,,,,,/Negative/,Negative,0.838
,,,,,,,,UgxpPXkQceLq8fgKEh54AaABAg.8ZzMBZn-5EI8ZzN0kpEGqM,Pluto,1 month ago,1510962194463,have you given him a massage before?,3,/Neutral/,Neutral,0.48
,,,,,,,,UgxpPXkQceLq8fgKEh54AaABAg.8ZzMBZn-5EI8ZzO_C64FbX,Kneill Ryan,1 month ago,1510962194466,"Ed Speanburgh I live in Alabama near Roy Moore, can I say the same thing?",1,/Neutral/,Neutral,0.982
,,,,,,,,UgxpPXkQceLq8fgKEh54AaABAg.8ZzMBZn-5EI8Zzl3aO7eQF,Ed Speanburgh,1 month ago,1510962194468,Pluto bahaha. That's a big negative,0,/Positive/,Positive,0.998
,,,,,,,,UgxpPXkQceLq8fgKEh54AaABAg.8ZzMBZn-5EI8Zzn5dfRcrx,Ed Speanburgh,1 month ago,1510962194472,Kneill Ryan the only one of these I believe is the Louis c.k. thong. Because he admitted it.,0,/Positive/,Positive,0.52
Ugxv2ZG4lkYl4zZnVWh4AaABAg,James Ellis,1 month ago,1510962193965,"How in the world does a straight man end up in a steam room, after hours, with another man, wearing nothing but a towel? Get the eff outta here! This dude is lying.",3,true,4,,,,,,,/Negative/,Negative,0.932
,,,,,,,,Ugxv2ZG4lkYl4zZnVWh4AaABAg.8ZzMBRLWE408ZzMbav3W8S,Jeff Duke,1 month ago,1510962194483,"Travolta is a known bisexual, Search for picts of him kissing other dudes.",1,/Positive/,Positive,0.576
,,,,,,,,Ugxv2ZG4lkYl4zZnVWh4AaABAg.8ZzMBRLWE408ZzN5udPBR7,Vaness AntifaFan,1 month ago,1510962194486,"jeff duke, don't know how still i thought he was bisexual too.  interesting.",0,/Negative/,Negative,0.57
,,,,,,,,Ugxv2ZG4lkYl4zZnVWh4AaABAg.8ZzMBRLWE408ZzO5Yj1341,James Ellis,1 month ago,1510962194488,"I know that Travolta is gay, so I'm not disputing that. I'm just disputing the fact that this guy is claiming sexual assault.",1,/Negative/,Negative,0.986
,,,,,,,,Ugxv2ZG4lkYl4zZnVWh4AaABAg.8ZzMBRLWE408ZzOAJBnPKH,k Aminé,1 month ago,1510962194490,The story does sound fishy. If he was the masseur why was he in the steam room 🧖‍♂️ and why was he only wearing a towel? Should he be wearing his masseur uniform 🥋 and not just a towel?,1,/Negative/,Negative,0.924
Ugy9e-n2VPapLEL5f5d4AaABAg,Armchair Critic,1 month ago,1510962193968,"So, what is the point in coming out with this, other than to ruin John Travolta's career? How does the public benefit from hearing all the lurid details about this encounter? I, for one, am tired of hearing about the indiscretions of all these famous people. Everyone has been a drunk, horny creep at some point. To me, if no crime was committed, then there's no need or reason to run someone's name through the mud. Everyone is hopping on this shaming bandwagon now. I'm tired of it. As for this masseur, if he was uncomfortable with Travolta's behavior while he was giving him a massage, why did he proceed to follow him into the steam room? Why did he allow Travolta to demonstrate how he likes his massages on him? Sounds like this guy was sending mixed messages by his participation. Travolta probably felt encouraged by that, so turned up the heat. So he was being a bit of an aggressive creep. So, what? The masseur could have left A LOT sooner. If we're going to name & shame everyone who has made a drunken pass, then we're going to name & shame EVERYONE. Particularly in Hollywood. Enough already. I don't want to hear anymore.",4,true,2,,,,,,,/Negative/,Negative,0.848
,,,,,,,,Ugy9e-n2VPapLEL5f5d4AaABAg.8ZzLzLPEbER8ZzOU13-w8L,k Aminé,1 month ago,1510962194333,Armchair Critic ikr the details of the story sound like something that shouldn’t be shared. Too much information!!,0,/Negative/,Negative,0.744
,,,,,,,,Ugy9e-n2VPapLEL5f5d4AaABAg.8ZzLzLPEbER8ZzQv8ByKLK,Tom Hall,1 month ago,1510962194335,"Armchair Critic   I agree.  Campaigns of moral outrage are morally destructive.  They're led by the worst elements for the worst reasons.  And the presiding sin of these defenders of virtue is always hypocrisy.  The spectacle of a new public official or celebrity being singled out each day for public shaming has become a lurid ritual in the media.  We're invited to express our envy and disgust for these symbolic figures and to thank our media priesthood for alerting us to the presence of so much iniquity.  And if we play our assigned parts in the grotesque farce, maybe the guardians of public morality won't come after us.  Maybe.",0,/Negative/,Negative,0.979
UgyE6IjDZRe09HbucXB4AaABAg,Cynthia Hawkins,1 month ago,1510962193974,"We already know, especially since this new White House bunch....many quarters have turned into a rabble of haters and racists, far more public than previous times. But now, I guess for lack of anything better to do..we are additionally gossips, maliciously gleeful, finger-pointing, the ugliest kids in the school locker room. Exposure, sometimes (though not always) justified. A toxic smorgasbord. WTF are we becoming? It never ends. Has anybody else noticed this? In our 'search for the truth', we are fomenting a 'new Mc Carthyism.."" and it makes my blood run cold. It also turns my stomach. Feh!!",1,false,0,,,,,,,/Negative/,Negative,0.953
UgzRm0W9U78tryeLNR14AaABAg,Consider This,1 month ago,1510962195160,"Yeah, TYT has no idea if JT did anything wrong, but they just spent 7 min strongly implying that he did. This was a shitty, shitty call by TYT and it is nothing like the story of Moore or Spacey.",1,true,2,,,,,,,/Negative/,Negative,0.998
,,,,,,,,UgzRm0W9U78tryeLNR14AaABAg.8ZzLb1J07QV8ZzNGG8O0_y,Vaness AntifaFan,1 month ago,1510962195703,i saw nothing wrong with the article listed underneath the video in the information box.,0,/Negative/,Negative,0.887
,,,,,,,,UgzRm0W9U78tryeLNR14AaABAg.8ZzLb1J07QV8ZzOn8svCjE,Consider This,1 month ago,1510962195706,"Are you suggesting that of the 250+ views so far, everyone read the article you are talking about? The text is just like the fine print in a contract, it is there so TYT can avoid responsibility for there actions -- They are a video medium, not a blog.",0,/Negative/,Negative,0.477
UgxU3EDKqQQgnE2mLZl4AaABAg,R.D Bergman,1 month ago,1510962195166,John Travolting is a total creepazoid.,3,false,0,,,,,,,/Negative/,Negative,0.998
Ugy3HAfMs37mBERmKi54AaABAg,andrewbrown3000,1 month ago,1510962195171,All these Hollywood dudes straight fruits,2,true,1,,,,,,,/Positive/,Positive,0.803
,,,,,,,,Ugy3HAfMs37mBERmKi54AaABAg.8ZzLXjAA3il8ZzP-S83agf,k Aminé,1 month ago,1510962195694,andrewbrown3000 I think when you sleep with every hot girl in Hollywood and can have any girl you want it becomes ‘boring’ so they take it further and wanna try knew things maybe? Idk. Who knows if that’s how they always were or if Hollyweird turned them that way.,0,/Negative/,Negative,0.5
Ugw7HIY36Xx6PiYCDrR4AaABAg,Dragonx Mitch,1 month ago,1510962195177,Are all these People with power creeps?,3,false,0,,,,,,,/Positive/,Positive,0.387
UgzT2iAckDjDNT3AuPZ4AaABAg,golden taco,1 month ago,1510962195182,Why it could be Grease Lightniiiing!,5,false,0,,,,,,,/Negative/,Negative,0.998
UgxYiZVlIEJx2u87ryR4AaABAg,John Cassady,1 month ago,1510962195186,Masseuse ???  if he is male surely is masseur. are are you too excited for gawds sake sleaze bags,0,false,0,,,,,,,/Positive/,Positive,0.879
UgyZdzdyuowWC1Mqs5d4AaABAg,lilsparticus,1 month ago,1510962195192,The actual correct term is “ Massage Therapist”.,5,true,1,,,,,,,/Negative/,Negative,0.979
,,,,,,,,UgyZdzdyuowWC1Mqs5d4AaABAg.8ZzKlyj8bBa8ZzOgYOF_Zg,Amenti H,1 month ago,1510962195731,"You are indeed correct, fellow Homo sapiens sapiens.",1,/Negative/,Negative,0.516
UgxF-yuQlZQ6rWgRUHB4AaABAg,LordMichaelRahl,1 month ago,1510962195198,He always looked shady to me.,2,false,0,,,,,,,/Positive/,Positive,0.781
UgztUSgrNzAaCR96xkd4AaABAg,arizonatsunami,1 month ago,1510962195202,"Tom, you've gotta come out of the closet, Oh m'god!!!!!!",1,false,0,,,,,,,/Neutral/,Neutral,0.418
Ugw6ys0r_GsHMuuLQk14AaABAg,Samantha Lindsey,1 month ago,1510962195209,O no I wonder what the scientologist think...😏,2,true,3,,,,,,,/Negative/,Negative,0.928
,,,,,,,,Ugw6ys0r_GsHMuuLQk14AaABAg.8ZzKVE3X-Wk8ZzL9PIaWbN,Adam Spencer,1 month ago,1510962195719,Samantha Lindsey it was in there church lmaooo,1,/Neutral/,Neutral,0.92
,,,,,,,,Ugw6ys0r_GsHMuuLQk14AaABAg.8ZzKVE3X-Wk8ZzMneOMHtE,Samantha Lindsey,1 month ago,1510962195722,Adam Spencer I forgot they own a lot of hotels....,1,/Positive/,Positive,0.693
,,,,,,,,Ugw6ys0r_GsHMuuLQk14AaABAg.8ZzKVE3X-Wk8ZzNMQQ3l7r,Vaness AntifaFan,1 month ago,1510962195724,me too.  maybe they know already.,0,/Neutral/,Neutral,0.822
UgyerR_TTgdX_8rNwXd4AaABAg,Phil Aumaine,1 month ago,1510962195219,"I swear to gosh, all actors and directors, males and females without exceptions, working in Hollywood since 1914 had sexually harrassed me. Please, help me ruin their life.",3,false,0,,,,,,,/Negative/,Negative,0.797
Ugwjbgd7ynzzPs6ozSp4AaABAg,Trapinnewyork44,1 month ago,1510962195228,"He was 21, it was one person who was over 18, he didn't have any power over the guy,  he made a dumb mistake. I don't care, I give him a pass",2,true,2,,,,,,,/Negative/,Negative,0.992
,,,,,,,,Ugwjbgd7ynzzPs6ozSp4AaABAg.8ZzK6r4W-xO8ZzLA93o3SU,Samantha Lindsey,1 month ago,1510962195761,Trapinnewyork44 no bs if he didn’t want it I don’t care how old he was.,0,/Negative/,Negative,0.996
,,,,,,,,Ugwjbgd7ynzzPs6ozSp4AaABAg.8ZzK6r4W-xO8ZzMpX3V2le,Trapinnewyork44,1 month ago,1510962195764,"Samantha Lindsey Think about all your dumb mistakes when you were  21, are you really going to try and act like you never made any dumb mistakes at that age? He tried to come on to the guy  and he failed, it's no were near all the other crazy accusations that have been coming out. He did not drug the guy, he wasn't working with the guy, he didn't have power over him, they were already half naked and he was 21. Let's put a spot light on your life and put all the mistakes you made when you were 21 in public. I never didn't anything like that when I was 21 but I most definitely did some dumbass shit.",0,/Negative/,Negative,0.93
UgxDUfwTVbbbP45YX2V4AaABAg,Sean Baugh,1 month ago,1510962195271,"2 Major points that need to be addressed.......
#1..Why would a ""straight"" masseur go into the steam room with a male client after they were told that they ""sexually aroused"" the client?
#2..If,as you say,  accusations doesn't mean it necessarily happened and that we should respect people's rights.....Then why does the media report every accusation before any evidence has been provided. Leaving the accused to be ""tried"" in the court of public opinion.
              ""NUFF SAID""",9,true,1,,,,,,,/Negative/,Negative,0.977
,,,,,,,,UgxDUfwTVbbbP45YX2V4AaABAg.8ZzJvd81oxN8ZzLVvIZ7Na,James Ellis,1 month ago,1510962195739,That's exactly what I thought. How do you end up in a towel against your will? Dude is lying!,0,/Positive/,Positive,0.793
UgwqhpEGhI0ybu_RPgh4AaABAg,XHALE303,1 month ago,1510962195282,"My girl is a masseuse, last time i checked, only the client is dressed in a towel, never the masseur/masseuse",12,true,2,,,,,,,/Negative/,Negative,0.936
,,,,,,,,UgwqhpEGhI0ybu_RPgh4AaABAg.8ZzJsHCzIxk8ZzKeSS443B,Joe Sullivan,1 month ago,1510962195748,I'd check again to see if she got her hole filled,0,/Neutral/,Neutral,0.863
,,,,,,,,UgwqhpEGhI0ybu_RPgh4AaABAg.8ZzJsHCzIxk8ZzLkhleOud,Coco Violet,1 month ago,1510962195750,This shit doesn't add up. I think he realized he could make money off this shit and decided to file the police report. Why wasn't the masseur fully clothed?,1,/Negative/,Negative,0.998
Ugzof77gIWYxifw182F4AaABAg,Ex0dus111,1 month ago,1510962195295,"Remember he is a high ranking member of the Church of Scientology.    
According to Leah Remeny, he has the right to murder anyone he wants, and any church member has to help him cover it up.",7,true,2,,,,,,,/Positive/,Positive,0.98
,,,,,,,,Ugzof77gIWYxifw182F4AaABAg.8ZzJlcEUVEO8ZzKgNAKBDj,steven clark,1 month ago,1510962195797,Ex0dus111 is this true whoever this person is or is this just hear say ...,0,/Negative/,Negative,0.963
,,,,,,,,Ugzof77gIWYxifw182F4AaABAg.8ZzJlcEUVEO8ZzNka3h7na,Vaness AntifaFan,1 month ago,1510962195800,i've not heard this before.  a guy called louis theroux did an interesting documentary this year about scientologists and he didn't mention it.,0,/Negative/,Negative,0.963
UgzqPwrutIA6_5B-cL94AaABAg,Darwin's Fox,1 month ago,1510962195310,"Cenk says, ""allegations don't mean that it happened.""  True, Genky boy, true....Allegations only mean that we can now ruin people's reputations in the press without a trial.",17,true,5,,,,,,,/Negative/,Negative,0.922
,,,,,,,,UgzqPwrutIA6_5B-cL94AaABAg.8ZzJddYbTFs8ZzMWouDkx1,bobby,1 month ago,1510962195778,Richard Jewell,1,/Neutral/,Neutral,0.889
,,,,,,,,UgzqPwrutIA6_5B-cL94AaABAg.8ZzJddYbTFs8ZzNXrlyoMx,Vaness AntifaFan,1 month ago,1510962195781,cenk doesn't read youtube comments anymore sadly.  try your troll drivel on fbook or twitter.,0,/Negative/,Negative,0.881
,,,,,,,,UgzqPwrutIA6_5B-cL94AaABAg.8ZzJddYbTFs8ZzPTySo8Yb,Darwin's Fox,1 month ago,1510962195783,"Vaness AntifaFan I'm not addressing him, I'm addressing you. So what was trollish about what I said? That we should think about the ramifications about media witch hunts? You disagree with that? Why?",4,/Negative/,Negative,0.625
,,,,,,,,UgzqPwrutIA6_5B-cL94AaABAg.8ZzJddYbTFs8_210k7kxly,ReIentIess Storm,1 month ago,1510962195786,"Vaness AntifaFan Ooh you disagree woth me, you must be a troll",0,/Negative/,Negative,0.543
,,,,,,,,UgzqPwrutIA6_5B-cL94AaABAg.8ZzJddYbTFs8_EgjzzeZ9F,jemimallah,3 weeks ago,1511739795788,"this ""news"" has been common knowledge in l.a. for years.",0,/Positive/,Positive,0.895
Ugw0FZPWDLbfwkPl8XB4AaABAg,Micheal Gallagher,1 month ago,1510962195320,"Ok, the first allegations are absolute bullshit. The guy was obviously into it.",4,false,0,,,,,,,/Negative/,Negative,0.871
UgyTAad3YKFRWMvHSdt4AaABAg,Peter Perfect,1 month ago,1510962195328,Doesn’t surprise me. Also Travolta is a member of the Scientology cult founded by Roy Hubbard a con man nutjob and science fiction writer.,6,false,0,,,,,,,/Positive/,Positive,0.754
UgywGNwefYWY_zAnNeR4AaABAg,Robert Baur,1 month ago,1510962195336,does this mean he is no longer trapped in the closet,5,true,1,,,,,,,/Negative/,Negative,0.982
,,,,,,,,UgywGNwefYWY_zAnNeR4AaABAg.8ZzJAU7ThbU8ZzOz7w5JuQ,Amenti H,1 month ago,1510962195806,He's not trapped. It's comfy in there.,0,/Positive/,Positive,0.6
Ugx8FlD-FFpWAMk3I-94AaABAg,Screaming Fox,1 month ago,1510962195350,That little 'dance' when he kinds of fingers up and fists down... well thats got a grim meaning for me now...,0,false,0,,,,,,,/Positive/,Positive,0.949
Ugw8x_RdjXitSZkn4Pt4AaABAg,Dave Mills,1 month ago,1510962196976,"I was on Hollywood Blvd and Precious wanted to see Robin Williams’s Star ⭐️Travolta’s star is nearby, and a big crowd was gathered around Travolta’s star as if he was some big star or something. I don’t get it",2,true,1,,,,,,,/Negative/,Negative,0.957
,,,,,,,,Ugw8x_RdjXitSZkn4Pt4AaABAg.8ZzIRE-lqhp8ZzNa1ZAK7i,Vaness AntifaFan,1 month ago,1510962197379,cool.,0,/Positive/,Positive,1
UgyTFOf8y_ejvG5bpPZ4AaABAg,Fatma Al-Ubeidi,1 month ago,1510962196981,Ana sounds like she was just sexually assaulted by John Travolta. It's just a joke!,0,false,0,,,,,,,/Negative/,Negative,0.537
UgypU6IBTB0oc2CcaZ94AaABAg,arthurneddysmith,1 month ago,1510962196984,"The rumours that Tom Cruise and John Travolta are gay were not confined to LA. Even before South Park made the picture clear, I’d heard the rumours from the other side of the world.",2,false,0,,,,,,,/Negative/,Negative,0.576
Ugz1XVRR7Hi8OytwuaJ4AaABAg,Israël Âme,1 month ago,1510962196986,There have been several accusations about John Travolta. He should have been investigated.,4,true,1,,,,,,,/Negative/,Negative,0.779
,,,,,,,,Ugz1XVRR7Hi8OytwuaJ4AaABAg.8ZzHSsl6Rto8ZzJ5DG7MkG,NYC 42,1 month ago,1510962197402,"Israël Âme investigated for what?? For being gay? For hitting on someone?? Who hasn't tried to seduce someone else? He didn't force himself on anyone! They were two adults. One tried the other one said ""NO""!! period! I'm sure a lot would have said yes! It's very inappropriate at worst, but a crime?? I don't think so. People need stop with all those gossips; There are real victims of assault and rape out there. Let's focus on that instead!",1,/Negative/,Negative,0.938
UgxZoZGXMtYqrW4Z_il4AaABAg,Wojtek Tolsdorf,1 month ago,1510962196990,I personally would hold off with this one until there's more evidence or witnesses. Travolta would be too easy of a target to exploit like that.,3,false,0,,,,,,,/Negative/,Negative,0.732
UgxEsYDj19tgBpf_Nz94AaABAg,Shane Filomena,1 month ago,1510962196994,"Cenk does (finally) bring up the primary point many ppl are missing about the legal system : A prosecutor is going to look at the case in terms of "" can we get a conviction?"" and in many cases when you are up against people that can bring in high dollar defense teams....they might quake in their boots, even if that same evidence could convict a hundred other people with lesser financial or political defenses.",3,true,1,,,,,,,/Negative/,Negative,0.625
,,,,,,,,UgxEsYDj19tgBpf_Nz94AaABAg.8ZzGUkm5fVw8ZzJ7Xbhic4,Pat Pezzi,1 month ago,1510962197439,"Shane Filomena, I agree with what you say but I don't see any glaring evidence that can easily lead to a conviction in this particular report, no matter who the accused are.
No underage parties involved, no violence, no threats, a situation that can lead to misunderstanding...",0,/Negative/,Negative,0.842
UgyqlY1lSFc9rmHVvaV4AaABAg,Ardenwolfe,1 month ago,1510962196998,Is anyone shocked?,4,true,1,,,,,,,/Neutral/,Neutral,0.867
,,,,,,,,UgyqlY1lSFc9rmHVvaV4AaABAg.8ZzGJMB34pI8ZzHfvqHA-p,suggarachel,1 month ago,1510962197387,no,0,/Negative/,Negative,1
UgzZ-K7d4sLVQ8ddAWx4AaABAg,Adam Spencer,1 month ago,1510962197007,"..... im starting to think John Travolta knows something about Hollywood elites don't wants to know. 

If this had any basis of truth why wasn't he prosecuted? I mean he is constantly under attacked.",0,true,2,,,,,,,/Negative/,Negative,0.918
,,,,,,,,UgzZ-K7d4sLVQ8ddAWx4AaABAg.8ZzGHm_IE_98ZzIjtwRt7a,arthurneddysmith,1 month ago,1510962197360,Adam Spencer -Because touching another man’s leg in the context of a massage is unlikely to lead to a successful conviction for sexual assault. It’s not rocket science and it requires no conspiracy theory to understand.,1,/Negative/,Negative,0.689
,,,,,,,,UgzZ-K7d4sLVQ8ddAWx4AaABAg.8ZzGHm_IE_98ZzL2vjx_Fx,Adam Spencer,1 month ago,1510962197364,arthurneddysmith that's not the defintion of a conspericy nor why i suspect there is one. My point is we keep hear all these 'allegations' for decades now and no smoking guns.,0,/Negative/,Negative,0.994
UgxDjGNFVUQ8Hzwin3p4AaABAg,Daggisdarko Dagasle78,1 month ago,1510962197010,Banana news,2,false,0,,,,,,,/Neutral/,Neutral,0.984
UgwbmsnIrGBe0Q79rL94AaABAg,Victor Cates,1 month ago,1510962197014,The bit about being unable to prove he was in the same city seems different to being able to prove he was someplace else. I think Cenk is letting him off. Especially framing a conclusion of guilt in terms of the gay angle.,1,false,0,,,,,,,/Negative/,Negative,0.934
Ugxy_YM3G0L7_HeQZp54AaABAg,Mr Grumblebum,1 month ago,1510962197017,"""You progressives won't jump to conclusions"" are you kidding me, progressives would storm to gold in conclusion jumping if were an Olympic sport. TyT would take the gold in innuendo and shit stirring.",0,false,0,,,,,,,/Negative/,Negative,0.896
UgzkmMT4jEYpe1Gs5lt4AaABAg,PinheadzBlackson,1 month ago,1510962197020,"John s been having accusations , nice to see the ball finally rolling",3,false,0,,,,,,,/Positive/,Positive,0.918
Ugy2FQ1K_rblV2DvcUp4AaABAg,Ober of Acorns,1 month ago,1510962197023,Disgusting Hollywood queers!,1,true,4,,,,,,,/Negative/,Negative,0.996
,,,,,,,,Ugy2FQ1K_rblV2DvcUp4AaABAg.8ZzFhuqK4Z18ZzGNbgc6sB,Chow Chow,1 month ago,1510962197419,"Ober of Acorns Since the early days. Erol Flynn and his freaky actors and producers. Montgomery Cliff and Rock Hudson, etc, etc.",0,/Positive/,Positive,0.598
,,,,,,,,Ugy2FQ1K_rblV2DvcUp4AaABAg.8ZzFhuqK4Z18ZzGb0U6i2p,Ober of Acorns,1 month ago,1510962197423,"Chow Chow
I guess if they're not total creepers who molest men and underaged boys it's not a huge problem if they're secretly gay. But this Travolta or Spacey stuff needs to be stopped. Now even Takei is accused of sexual assault.",0,/Negative/,Negative,0.994
,,,,,,,,Ugy2FQ1K_rblV2DvcUp4AaABAg.8ZzFhuqK4Z18ZzJa8Af0Az,Chow Chow,1 month ago,1510962197428,"Ober of Acorns It won't be stopped. Until we stop supporting Hollywood, corporate America and our damn government. It's going on there also. Against women and men. The Freaks are loose.",0,/Negative/,Negative,0.896
,,,,,,,,Ugy2FQ1K_rblV2DvcUp4AaABAg.8ZzFhuqK4Z18_1-d6kfKEK,Ober of Acorns,1 month ago,1510962197431,"David Beale
Shush, boy.",0,/Neutral/,Neutral,0.965
UgwL9kDNlAyA_9L30Dd4AaABAg,Griff Mustard,1 month ago,1510962197043,John Travolta is GAY ????????????????????? WTF !!!!!,1,false,0,,,,,,,/Neutral/,Neutral,0.838
UgygNNh7DDyd0ayQPfl4AaABAg,Canned Nolan,1 month ago,1510962197047,Why where both in towels?,6,true,1,,,,,,,/Negative/,Negative,0.98
,,,,,,,,UgygNNh7DDyd0ayQPfl4AaABAg.8ZzFYEP0g5b8ZzJG3FXNxL,NYC 42,1 month ago,1510962197372,canned Nolan Exactly!!! This sounds like someone needed a story to sell to the press,0,/Negative/,Negative,0.93
Ugw1dlQ28BuLUHTTzZR4AaABAg,Miss Madeline,1 month ago,1510962197051,Cenk gave Ana the  flu and she lost her voice,0,true,1,,,,,,,/Negative/,Negative,0.998
,,,,,,,,Ugw1dlQ28BuLUHTTzZR4AaABAg.8ZzEukL8zPl8ZzF1F0EzrN,First lady Princest Ivanka,1 month ago,1510962197341,I don't know.  You can ask her on her wildy popular instagram.,0,/Positive/,Positive,0.504
UgzixftEqS6551VIlQF4AaABAg,Marco Vucinic,1 month ago,1510962197056,not surprising,1,false,0,,,,,,,/Negative/,Negative,0.998
UgyX9TjZmTmWnq9bzqV4AaABAg,Wordavee1,1 month ago,1510962197059,Another one bites the dust......,2,false,0,,,,,,,/Negative/,Negative,0.986
UgySJfMHQK47WBPQOtJ4AaABAg,EverythingM,1 month ago,1510962197063,"Just wanted to point out that masseuse is the female version. Since the story is talking about a man he would be a masseur.

Edit: Nevermind, Cenk actually corrects Ana later in the video.",3,false,0,,,,,,,/Negative/,Negative,0.686
UgxYcHU2PnEALV6lTNR4AaABAg,Melinda McGhee,1 month ago,1510962197065,"I feel like the host missed the point on Travolta's link to a shady powerful organization and their ability at cover-ups, but instead went rambling on about looking the other way.",6,false,0,,,,,,,/Negative/,Negative,0.791
